"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
"IRON",-0.680973768613747,-0.274301640242079,-0.328711747977374,0.0190402121739148,0.139571469008238,0.179919423373567,-0.123052309756857,-0.113864274042003,-0.166608292461642,-0.087472160187873,-0.192343962587342,0.0769525358672806,0.000561381167785381,0.0159658656743403,-0.0679142572986225,0.115974517205891,-0.0411678297946476,-0.0543382730450347,0.0884863938238054,-0.0966173814089895,0.0698346877954076,-0.106890524846835,-0.0293595848307111,-0.0619435644750455,-0.00776624507803699,0.10271255437159,-0.111501266886403,-0.0329287513562523,-0.00804505530809509,-0.0926933355970732,0.201112892329072,-0.169253481956541,0.0819085351451877,0.0587039848964419,0.0365093033143321,-0.023899318569861,-0.0769880896627872,-0.0706209759262203,-0.03997679265536,0.029303258493468,-0.0185542743609555,0.0370281111891367,-0.0400752670602934,0.0147753477700417,-0.0134451416888588,-0.0395547246818263,-0.00835602999951522,0.0142588462093951,-0.0087761465275621,-0.00153956994377659,-0.00781146835541405,-0.0139296337317969,-0.000191739526776734,-0.000173822624271282,-0.000766809539079701,-0.000822040084561523,0.00054184658634164,0.00073586039188504,-5.47897124239002e-05,0.000118896218083576,0.000174222844603382,2.66669218729127e-05,4.96329958991981e-05,2.22358374762417e-06
"MAGN",-0.73021511744436,-0.164580553530008,-0.138043810273847,0.34589527466984,-0.0912146365593909,-0.205596849806684,-0.0864778327820642,-0.216902803024988,-0.110803163378047,0.0805451449860502,-0.0117808012899901,0.04008096677349,0.0512752915740418,-0.129313765924088,-0.00217774635763591,-0.10327742498796,0.156325810086738,-0.0848759769333242,0.0745171992024983,0.0384043730123918,-0.0620499875856903,0.115641565850444,0.0371618628036583,-0.129898977743652,-0.0346268568809067,0.0139646344371333,0.014891885004853,0.00618807081812703,0.0490698719359285,-0.13745645828902,-0.0591069095566463,-0.0683357939381132,0.00951498824406536,-0.0517925166007792,0.0121228549570325,-0.0733126523411364,0.0593750838319611,0.00260613989594711,-0.0491468728246851,-0.0575559435555287,-0.06838356826854,-0.0953775376843437,0.0514964234084533,-0.00380237694223019,-0.0362004161759535,-0.0332733351823347,-0.0316751872605498,-0.00117721534620946,-0.0300523266089733,0.012499529004444,0.0231404685608016,0.0246990302957436,-0.0147660751005714,-0.0129408756841168,-0.0037920702556593,0.00543856341965806,0.00503942515458477,-0.00264911967061361,-0.00101012437300678,-2.04889760257687e-06,0.000295385389062562,0.000334288633990352,-3.44297417310949e-05,2.02259694545927e-06
"PHOS",-0.891018568203868,-0.010627163405379,0.0252015381923109,-0.0705421565766652,-0.0203072984584931,0.0156097627151178,0.132225000843867,-0.159421095253043,0.0359126377127578,-0.057600195156087,-0.00737533724579201,0.0103047540677611,0.071357429901437,-0.0594152727697769,-0.0056819983260475,-0.117365940696685,0.217028346995419,-0.046073594844774,0.0650485470089086,-0.0581821062015214,-0.0724164646816057,0.073564251008511,0.0454855967166693,-0.117644376566663,0.0418971370483196,0.107500049684511,0.0295189715634381,0.045236022128474,0.0383680865055415,-0.0137826945203725,-0.0810545292141085,-0.00650840745546515,0.000560497857538382,-0.0236326237431986,-0.00113480610722029,-0.0177876473612877,-0.0119112610631216,-0.0520200725051057,-0.0090624934191576,0.0108572620464883,0.0246148994977805,-0.0229911854265705,-0.0155145576949444,-0.00407061349252103,-0.0399081538258992,0.0270757924280949,0.0815871012434398,0.00796705335873855,0.0292487859660638,-0.0175152889551899,-0.0318073414185291,-0.0239234815166131,0.0348092301781238,0.0472896962333728,0.0276534127770406,0.0139154680979474,0.0132814710414943,-0.00276458390994021,0.0012868776863912,0.000300365231336835,-0.000281605884895822,-0.000468726216143502,-0.000325640446892449,-8.54790888559213e-06
"POTA",-0.745903773639091,-0.285865231189192,-0.0764604465693127,0.328279845129703,-0.172121944055593,-0.0304016610137125,0.0473307863999462,-0.111601403517306,0.0565748294642558,0.17879933633366,0.121681205304416,0.0493208076768255,0.0830994718688519,-0.185025299489663,-0.00376905045746653,-0.0764442481308906,0.11425794774814,-0.00320968307273952,-0.00845325864206311,0.0632013590030934,-0.0353441802947817,-0.0266269150348041,-0.00142653992329847,0.0215720259393516,0.0462574658887779,-0.000438911886631847,0.0576615739834182,-0.0353413323844467,0.0615398570879615,0.0726524614575227,0.0388132644094034,-0.0345938760096527,-0.0838540798811758,-0.0073898661557993,0.103278071190079,-0.0236216236548357,0.0705008194548901,0.11378246281801,-0.0592072741336161,0.0886762913408772,-0.0119057733101862,0.09668296487247,-0.0714302046823098,0.0231198762443681,-0.00800017003707028,0.0268864584778906,-0.00521383605299725,0.022310104481972,-0.0345735815601552,-0.00968442506338463,0.00541426240904437,0.0119491929204643,0.00237055070561646,-0.0036714249612047,0.00737215950581565,0.00549017729691955,-0.000629192948345581,-0.00122362753174245,0.00162477453508878,4.58748206637854e-05,-0.000194852346139091,0.00030665420141498,7.71971168610323e-05,-2.36056323187708e-06
"SODI",-0.732924104629458,0.125767551586964,0.112337486589309,0.0556129618953878,0.221378779638805,0.227127786959176,0.16301863788313,0.087419699028765,0.123921333008285,-0.11227539823253,0.105940181672189,-0.118863411621899,-0.117117800361049,-0.0714150242878601,0.0360818314279784,0.0816540634526988,0.0633375091883749,-0.108218459590853,0.120655467803871,-0.11500259524119,-0.0633005772815274,-0.0408904108590859,-0.0142072332008267,0.11786080716912,0.107546883731602,-0.0668707089843701,-0.0726186875254811,0.133771598443453,0.0486540642717437,-0.142744304762495,0.174648972181906,0.113744178054114,-0.150707393295733,-0.120548951175362,-0.0570521916079313,0.0407134288569937,0.0280947077553616,-0.038118653904075,-0.0387373637713876,0.00719807538184692,-0.0251591703902964,-0.00472522846576403,0.0184189437390506,0.012432237912087,0.0179315011184907,-0.00488740366332755,0.00404686247120516,0.013310247897056,-0.00377956121878663,-0.00583257379735178,0.00346011374838112,0.00031377558997503,6.65786574682206e-05,0.00148572051199901,-0.00223535848674959,-0.000406775413598552,-0.00148601874242377,-0.00118004451071155,-0.000331924374836059,-0.000110505917028029,-4.51016257323939e-05,-4.85829085191493e-05,3.99161791385838e-06,-3.0359392438439e-06
"ZINC",-0.484777836788226,-0.160722915774383,-0.0116133550175533,-0.0125024006243203,-0.135670078814447,-0.204411063379115,-0.0458478102359322,-0.513025357384857,-0.172595590817401,-0.299375130492206,-0.140073881085298,0.0648491706015032,-0.428543334516318,-0.0872670278428342,-0.00212092733118103,-0.0399600311215122,-0.0772057524801531,0.143779663217907,-0.00716723249328373,-0.037449623764951,-0.0169233919399055,-0.0534297461091799,0.0178145757518875,-0.00257114949511532,0.0229544123949871,0.0235737348199423,-0.0798317211753475,-0.0741353855196919,-0.046466139496145,0.0724116124589453,0.0145277846945055,0.0452751643973975,-0.0555901193644167,0.0412474189988198,-0.0643991903658124,0.0459087430332188,0.0415915665656015,0.0397640952681585,0.0319101069081185,0.0258878845834137,-0.00509898135853871,-0.00595275863652434,0.0213027908291343,-0.0321867952589225,0.00705974852443126,-0.0355658902644456,-0.0263527122061704,0.0109247574331964,0.00889851639400281,0.0276223118843012,0.00407719454108146,0.0182111915249164,0.032430536235407,0.00319436395253129,0.0309180371606314,0.0127104533976171,-0.000448649772591163,0.0025326924118463,0.00178983996983587,0.000221858811901352,0.000111471146802747,0.000143287934489887,-0.000173311562611223,-2.19060345091056e-06
"COPP",-0.631136697747544,-0.220669094397465,-0.0617333106359772,0.313088086528878,-0.109085344982038,-0.283213783552331,-0.203778750615674,-0.316054336705652,-0.183705840935268,-0.0954695618564978,-0.0794096517230333,0.00629067075104662,-0.212678573384266,-0.1290892538963,-0.0291819773209324,-0.0261453614247908,0.0486711111759832,0.0831085696476653,0.0875459793278797,-0.0201679908307426,-0.0854349788158447,0.0756396409770652,-0.0445125599495144,0.110469835562066,-0.0889596067356282,-0.0950666132834417,0.00271475385817799,-0.0701465109339662,-0.0368410033125957,0.00587717184456511,-0.0339717718497923,0.0117943230059101,0.0296963852188017,-0.0707227771804358,-0.000809512110043453,0.0256148796535473,-0.00616432280475066,-0.0597229482015506,-0.0139902471554095,-0.0884498357056541,-0.00900231308911279,0.0546385814675107,-0.0404503596504822,0.0715002437785777,0.0208068577057717,0.0575800411355793,0.0119405265114462,-0.0394473968718795,0.0244914789659964,-0.0227608660504743,-0.010998730951413,-0.0177675686023932,-0.0179961610410884,-0.00892339213313694,-0.0143373717844343,-0.0156454546008707,-0.00291535560315044,0.00335761869779341,-0.000444494999730162,-0.00023995782162142,-0.000191380340545785,-0.000256557169012695,9.61175945384332e-05,2.1577605490853e-07
"SELE",-0.7317709375113,-0.117166944102847,0.270252314861456,-0.077875091245391,0.31028564041196,0.144045867370587,0.23680339571021,0.0213337390724963,-0.0254510440077292,-0.123812437816378,0.100439471312988,-0.137827802525103,0.0138252707704101,0.0080558424085224,0.0909310690084079,0.0308181282753263,0.101522297423698,0.0169671565434451,0.110614330685879,-0.083513374301749,-0.132749274557993,0.0191244047870012,0.0315472718130039,0.0520031170581638,0.06839058051839,-0.0881502741682947,-0.0318867357047611,0.0496384270227278,-0.065410802193315,0.000911650978122231,-0.0449333062090119,0.0646295551032045,0.12762477902193,0.114035397654553,0.0997466118782859,0.0279149148422842,0.00844224095125383,0.0821908913875073,0.050724476466241,-0.0567547105324804,-0.00805278431736593,0.00751296956271635,0.0203384472407909,0.0813439944313822,-0.0164549017930205,-0.0571869731646036,-0.00407801701870646,0.0281393423467392,-0.0305806687266838,0.00565359168046146,-0.0213453406360542,-0.00838172593775461,0.00518286201475197,0.00494967288175807,-0.00098462300285505,-0.00199760912410181,-0.000311889009286194,0.000620792807552059,6.12054018441895e-05,-2.27274939777577e-05,-9.91937861223815e-05,-7.58781870853541e-05,-2.11862162470683e-05,5.80312837897145e-07
"VC",-0.348834146135,0.0215292190717286,-0.030246492187779,0.535009078926422,-0.307692880439307,0.0598619453441744,-0.07330729832814,-0.122552615172632,0.0605679071237862,-0.0252269874364964,-0.0198465301859249,0.0276074378094875,0.0120401870734119,0.196124714402808,-0.198224959780439,-0.234009066333912,-0.0664545019445752,0.0640100494892682,-0.213210140984049,0.311256918530383,-0.148035048360264,-0.0350612151086669,-0.00278648864667814,0.260628444562311,0.226722139837042,0.0828342329748345,-0.033502102917215,0.102551877835136,0.0710716025853832,-0.0851468415075686,0.0207667476065035,-0.0394564620266258,0.0662342919154749,0.0172189694119504,0.013919163661076,0.0142007310768319,-0.00698214175099733,-0.0102932085459531,0.0362110846660154,-0.022885010489725,0.0164088804631961,0.000270925024861934,0.0104286265976522,-0.0149377310738,0.00149942705279086,-0.000353412050980692,0.00457241122601212,-0.00629011864361799,0.000133212612597501,-0.00155325603413843,0.00125892512161294,0.000103682871428265,0.00654929443267131,-0.000610457118446594,-0.00456069059798095,0.000682460557130936,0.000570933978706317,7.61691518859223e-05,0.00015209747951226,4.04530871431873e-05,0.000146342857593485,4.76077266717318e-05,2.32942198457169e-05,1.18000723264993e-06
"VB1",-0.513576289706172,-0.217091324223316,-0.27610644038508,-0.00517068447580903,0.276512185768299,0.358413696574118,-0.00532011154432995,-0.0364218397386649,-0.125973805963243,-0.217338839861628,-0.0380661563468409,-0.0388999858437062,0.0733913110892006,0.174881884102242,0.0574768402337789,-0.12125722500099,-0.0370553456295062,-0.0197134539630456,0.0186254466624889,0.120521470712668,-0.0453515834523385,0.341567895933835,0.225613316958383,0.0745376564681025,-0.131823371158088,-0.135890830007475,0.146420310501698,-0.048566569519458,0.11572014145336,0.0482459239368973,0.0619976312947355,-0.0209231960704926,-0.0142673876731826,-0.00893205653575125,-0.0699847061427694,-0.00165741756501796,-0.0473608942041095,-0.0120751271556365,0.0521920196033697,0.0599698205756873,-0.0131844976910053,0.010074905682163,-0.00522860307777412,0.00207118317082322,-0.0143823360511076,-0.0169878732547771,-0.0101711060812886,0.0157436051023052,0.00156383576229614,0.00130907938275449,0.00118636844444289,0.00227855925543854,0.000513749233258947,-0.00197711023501249,-0.000285295530194248,-0.00132715679751716,0.00155766101915286,0.00238093582973492,0.000445306871537038,4.2406818552158e-06,-0.00023455586354056,4.12483228979994e-05,3.97695141380124e-05,-1.07701811126195e-06
"VB2",-0.704549850268995,-0.292180434370721,-0.237681051889955,-0.106372604122606,-0.0386898884528571,0.269470082952124,0.228366483902032,-0.137575132179926,0.0521896447446207,0.173454004624705,-0.0402870183139545,0.0150772980195267,0.0227926037836696,0.0318785441528507,0.0843375756051746,-0.144979453851187,-0.0688134336970881,0.00753004176338052,-0.137927770750155,-0.0815710749121055,-0.0231671073021318,0.0746375693870767,0.0127784134420613,-0.0183356462419883,-0.0829111821627991,0.140881537684748,0.0635415544996149,0.0326258259678535,-0.117965787621232,0.0570025104935794,0.142030433344819,0.0796045519503107,0.00732010663166159,-0.0320503263736311,0.00343973212013264,-0.00912180471849047,-0.0664159975673497,0.0579459003235177,-0.0484161510850907,-0.0604759536707469,0.0609662398563465,0.00160538362491411,0.0250974291724375,0.0101055321731835,0.00224990720465985,0.00050813365091195,0.0163100943415328,-0.0774861687554453,-0.0309108087309319,0.0257098949175582,0.0260468863111715,0.00669423025416506,-0.00330701125221322,0.00633195025827166,0.00168155585840418,0.0154273790500192,-0.00569387360095115,0.000410974097592201,-0.00164523919527402,8.07710380113122e-05,0.000139740294567178,-0.000225302590392343,-8.13843026851926e-05,2.58630013886655e-06
"NIAC",-0.616692956818737,-0.484032147705433,-0.0118607586422466,-0.111714692892139,0.221833708960803,0.194425767129869,0.154399541191236,0.0675107852004024,-0.0225127884244259,0.0388797861290429,0.145520906015134,-0.189192749974891,-0.011830378033593,0.0160878100133278,0.240976247859134,-0.0953008056025049,-0.0741348623119101,-0.0248966893079343,0.144124525519313,0.195413781479678,-0.0817081636168434,-0.0273314171320664,-0.0338859938828563,-0.0252687272546126,0.00512684338034761,0.000766573430130015,-0.0790830517111002,-0.0732254020301071,-0.0742803527940342,-0.0137778755346852,-0.0500498531444073,-0.0534960310090987,0.0116006084595303,0.072087039074437,-0.0157733526222538,0.0125613329612846,-0.0103384394894267,-0.0355116413645514,-0.0203062697594982,-0.00523985695964641,-0.0768156091536005,0.024766656855694,0.0416010247376939,-0.0587950450223902,0.0855731184245956,0.0726063926026936,-0.00182533247867229,-0.00400746815019633,-0.0371102348487919,0.00538645162710931,0.00621500418029033,0.00139576717711044,0.00381048245973755,0.0217291241388929,0.00208430877490083,0.000363801881435433,0.0058106038921021,-0.000195044888509497,-3.95575170168504e-05,-0.000140193009574813,0.000229947853511319,0.000159849318675202,-6.3903557115037e-05,-2.36441750324933e-06
