PC	var_explained
1	0.108
2	0.10458
3	0.08955
4	0.06898
5	0.06021
6	0.05381
7	0.05026
8	0.04668
9	0.0424
10	0.03823
11	0.03724
12	0.03544
13	0.03331
14	0.02913
15	0.02559
16	0.02474
17	0.02281
18	0.01944
19	0.01688
20	0.01643
21	0.01433
22	0.01322
23	0.01046
24	0.00945
25	0.00877
26	0.00702
27	0.00585
28	0.00398
29	0.00321
30	0
31	0
