PC	var_explained
1	0.32574
2	0.09615
3	0.07856
4	0.06687
5	0.04739
6	0.04064
7	0.03656
8	0.03616
9	0.03045
10	0.02677
11	0.02439
12	0.02126
13	0.02026
14	0.01851
15	0.01663
16	0.01331
17	0.01187
18	0.01145
19	0.01023
20	0.00903
21	0.00829
22	0.00731
23	0.00626
24	0.00573
25	0.00486
26	0.00404
27	0.00377
28	0.00325
29	0.00314
30	0.00265
31	0.00239
32	0.00215
33	0.00168
34	0.00148
35	0.00052
36	0.00025
37	1e-05
