Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
KCAL	-0.261887992282359	-0.00382238125269789	0.066676155581675	-0.20135888280297	0.0247271482678958	-0.0341445161563179	0.0350204734156442	-0.0297683921281303	0.0678437769432354	-0.0156598972544044	0.114346024865304	0.0783003824587336	-0.0309560387559589	-0.0528607361234362	0.0585684930503084	0.0610622288163335	-0.0756142332650744	-0.020607117579068	-0.13961920046175	0.0351611234153302	0.0113062913211451	0.0278587394392855	0.0503346596129373	-0.0533379058774773	-0.00710125941326123	-0.0165984976935488	-0.00944416695175914	-0.0334629919640495	-0.0514858349782414	-0.062759800825472	0.132105371915891	0.0364092261655719	0.021395215572695	0.0221737466662956	-0.633729830405941	0.620425056349951	0.00267365606834365
SODI	-0.246719911142897	-0.0188506262199688	0.0298461717597735	-0.214025437712819	-0.0337208883209725	-0.0805762587653152	0.0577511489531024	0.0213491107697853	-0.0300474800077298	-0.0423335743294706	-0.0621626737462019	0.0376252931468983	0.0586657692101191	-0.107444806359101	-0.0483682029407845	-0.0911131230023162	0.0477940968762077	0.0883410887425462	-0.064826762192744	0.0355743889136999	0.0509725490858811	0.0701335031984038	0.171988816240543	-0.212781243041827	-0.1515450033855	-0.0986775043137489	-0.187266085770048	0.647576052427496	-0.172186058091596	0.401016259197784	-0.0322279415686678	-0.0270365967298244	0.212158945506587	-0.114053873495274	0.0923351877898638	-0.0566775681875036	-0.00287530652260618
SUGR	-0.166864423739435	0.0126387091844965	0.0776411757073301	-0.184522098550448	0.206552035966977	0.210311571727555	-0.121873796130597	-0.00109626157321688	0.127999036016312	0.00283285388527164	0.270435691597918	0.242620834542586	0.0140513791431469	-0.186843264673998	0.436820887872658	0.207308051280888	-0.283584463458967	-0.0207240755329277	-0.34950566158828	-0.113812078583134	0.155057064148445	0.064590719269739	0.103058797255054	-0.134493312535931	-0.00649899668059039	-0.10540375290936	0.0440189395073168	-0.121083180962909	0.038604431436465	-0.0204178997120613	0.0027305193362437	-0.0540075256480964	-0.103485224186242	0.0477119695760958	0.244379422939947	-0.186308691969988	-0.000458957296461216
FF	-0.150841123419004	-0.13758632525168	0.18108501674037	0.0454912997288058	-0.265973378310906	-0.130540984714194	-0.0842457778039045	0.00510709720410122	0.0886827153680571	0.302353826285788	0.228497524443402	-0.0537945087733708	-0.224986202851691	0.369984330561386	-0.196504161494048	0.0566385668465528	-0.294289065578623	-0.0387048671791784	-0.0207363484015602	-0.155965524217413	-0.189750063950639	0.0889775168866146	0.295273382681541	0.100669897828339	0.023631308594859	0.0788441216436318	-0.108403071212384	-0.0164168768889882	0.11322359834856	0.202105314226364	-0.0239911665927478	-0.0310893944846685	-0.178743365225335	0.0221448228026623	0.0437972042803706	-0.0282383607005126	0.285607752063913
TFAT	-0.25262374622672	-0.0293709027114503	0.0258275239052307	-0.231181258690478	0.0348807915507352	-0.086146920472116	0.0731576473561384	-0.151436681350664	-0.0296059480160241	-0.0479450438655995	0.022130582715982	0.0324727570770056	0.0139572281531987	-0.0523306061532648	-0.049625261135881	-0.0587459614831614	0.0454918111477358	-0.0648944052314829	0.0195111935120136	0.0364776750241709	-0.0499886836025351	0.0247939195317708	-0.0328910360716119	0.156830599294923	0.00972715832830434	0.242395837490875	-0.0937656574345464	-0.0648025758536392	-0.0611954947687205	-0.0981712791866589	0.111261552958704	-0.0342630670362023	0.0457660248401556	0.167050588783095	-0.448830408328482	-0.680958629820495	0.00163159057539487
PFAT	-0.219087776478907	-0.0963075846695953	0.0684200082804717	-0.131202099504047	-0.053399927174311	-0.102174225341221	0.0333133192760221	-0.30149746247228	-0.00888465988517378	-0.0117728923894083	0.0970387484200604	0.049402777099909	0.0903006137945702	-0.264107016765156	-0.182870339095575	-0.0336491787337159	0.0475417818437156	-0.135500765917726	0.0813472260630622	0.084729799071566	-0.109637104398349	-0.0897882418660022	-0.126763708463086	-0.0656662559816263	-0.410628232077946	0.376448100294257	0.373724710061859	-0.0736493390620027	0.160430565935404	0.0925337979388897	-0.0261612904533883	0.0170543976937546	-0.118615037045442	0.0934690366103848	0.277364780849724	0.160156217850063	-0.00258483096518925
CHL	-0.214701630548301	-0.0968033462606051	-0.0727229959284391	-0.0591523151064991	-0.0970464274301569	-0.119173489138772	-0.204984945637435	-0.0275493630271736	-0.231525924066433	0.0908721216337013	-0.141471402533611	0.224262790568757	0.0291344938736339	0.18854699740326	0.0371403292524803	0.104484200623259	0.0478362271733213	0.229841082502022	0.0900185549799133	2.84284665652123e-06	0.39033565698404	-0.199718491247363	0.0255097955590876	0.0245173710085107	-0.238294844603207	0.089150024428874	-0.359180575719002	-0.219294821314953	-0.00875482204532449	-0.134114412478532	-0.0786441146628035	0.378791016429747	0.0835757481315445	-0.0344283210295432	0.110263359226802	0.0432363597916689	0.000358079647440715
ATOC	-0.192796408123979	-0.0630121521990772	0.152453180462758	0.120508265153448	-0.0445084963523514	0.0552368406056966	-0.0345647569393976	-0.408352006199456	0.188007420871588	-0.119703237773291	-0.109648500484966	-0.0719614897768295	0.11169017132456	-0.0477183966643854	-0.0819506051561075	0.0976370133554808	0.0585107632534325	-0.13028571191451	-0.0777890183993858	-0.0187351673219826	-0.280360568940682	-0.206247832030939	-0.0815494694622506	0.168092305003874	-0.0897448864999245	-0.465349931435532	-0.222148355839358	-0.165374863343569	-0.290068737966892	0.00477596636542667	0.15327361141537	0.0284221140861212	-0.070675349317369	-0.204079435654033	0.104007422031849	-0.012445273930126	0.00330286369598627
ATOA	-0.0311067568353978	0.157631052952202	0.0156343264319428	0.249786470095089	-0.016131202422348	0.132793193163898	-0.0286924203560289	-0.528842903973862	0.187938087990699	-0.0471527087037556	-0.457383049990929	0.014377677279251	-0.225695374896807	0.0635775368603078	0.0585808507803919	0.0855904218572833	-0.00638559401384019	-0.0186529934780138	-0.142427601970294	-0.0458210402242762	0.175395889186092	0.319651292257271	0.136499602764417	-0.0393496807688626	0.0247871930795271	0.192083556298429	0.0100842773971679	0.167168679882918	0.15115232514164	-0.111083662672684	-0.139929260875699	0.00401642109364916	0.00207908641769895	0.0371240305425288	-0.0466333115944332	0.0259397385426671	-0.00105897056643255
VARA	-0.187114014365982	0.0561057775714859	0.135331415286092	0.287660325639858	0.240847793593863	0.00115715818884515	0.0903417933063951	-0.0113494951570621	-0.224878009716229	0.0346403957800007	-0.0538307237771818	0.0559746492804426	0.164052867921491	-0.0809470094659854	-0.0223268228269244	0.0163610961461598	-0.0440499601181304	-0.035238138614122	0.169970585818578	0.0176845419755992	0.0689904374179363	-0.246175776610681	0.398785796436514	-0.124601800086032	0.167143189545511	0.205521093233094	-0.0177146156869962	-0.0965803490860789	0.132008309376846	-0.0232583951204155	0.215820334407084	-0.33890950797161	0.0471715656431865	-0.410616907171616	-0.00918739497290187	0.000673147064723989	0.00186143516456403
