PC	var_explained
1	0.30865
2	0.1001
3	0.08101
4	0.06624
5	0.04947
6	0.04021
7	0.03797
8	0.03365
9	0.02829
10	0.0271
11	0.02511
12	0.02148
13	0.01996
14	0.0177
15	0.0169
16	0.01492
17	0.01387
18	0.01158
19	0.01018
20	0.0094
21	0.00878
22	0.00853
23	0.00727
24	0.00663
25	0.00549
26	0.00467
27	0.00404
28	0.00379
29	0.00334
30	0.00265
31	0.00225
32	0.00206
33	0.00191
34	0.00155
35	0.00117
36	0.00104
37	0.00074
38	0.00033
39	0
