Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29
RET	0.216862088328568	0.0946471765076495	0.0200572270096058	0.0988950884666976	0.193416773548973	0.356184160046139	0.087913760461886	-0.197505024924685	-0.0328425978001736	0.34628839532509	-0.0234388513626643	0.246493080795839	-0.0775349690430753	0.017076237012287	0.0462450292064485	-0.101534150257313	0.0514600168330048	0.207778375670812	-0.338597986412257	-0.012807606510463	-0.129903308273733	-0.129660345536453	-0.465203398243333	0.206786448043922	0.14865715232026	-0.164703075308028	-0.0708865448769467	0.0966112881530703	-0.0684365363075479
BCAR	0.106938526714888	-0.405478703172672	-0.104214183126326	0.0813404085909763	-0.0579967011740306	0.0231890036119791	0.113887841269865	0.0693799506810752	0.236481968887767	-0.152127230596897	0.0948258725580735	-0.216733991108867	-0.111041978698216	0.128456827650655	0.283933049466899	0.0465282175619958	-0.142569194096555	0.123356918510415	-0.213922537073025	0.135687374298202	-0.0307496946428358	-0.0423547436984366	0.0799222623187072	0.465544488557073	-0.303993316110618	0.162423334080093	0.0349284779060061	0.304541693052619	-0.00286210365632714
CRYP	0.128204028076094	-0.129111251716337	0.198951149287526	0.223727034226833	0.220164244405648	-0.417115183148861	0.0421508509800967	0.286165656915058	0.0598189630727363	0.160347310850099	-0.095078429764196	0.169156640182454	-0.218042835584331	-0.317408470340104	-0.0999860031674631	0.2161528877735	0.0627008380853254	0.282352381137477	0.35050583465831	0.198043359123012	-0.0624027630647733	0.0428170366519748	-0.144756785152514	0.107079703666986	0.0496903956086099	0.0893753827493114	-0.0472397926378324	0.0362720756505805	-0.0360300226659718
LYCO	0.120310587606552	-0.140480842285775	0.28185379879836	0.253318812227874	-0.186865456439889	-0.305421255671932	-0.300969127800377	0.182736853332595	0.0964148020510139	0.103184893888738	-0.0441256977678155	-0.339363073219617	0.0146699792575402	0.00163365981011911	0.0494336877926337	-0.240916378160514	0.121629435350001	0.126468924749291	-0.372308869970546	-0.34140200162162	0.0124242646121416	-0.0849594736887883	0.0175194529070975	-0.100907513657754	0.188741999456225	-0.157198979458962	-0.00468824668265067	-0.089370038035933	0.00893373110649385
LZ	0.0745177423904604	-0.35494549014375	-0.167214753703203	-0.0783683731956509	0.155387678458786	0.174897570571891	0.256238535613641	0.19333002017541	0.149691964003909	-0.158178505550654	0.222929554616126	-0.167913561857332	0.207002644102443	0.0179943968838413	0.266193605398863	-0.0600137116321509	0.0942696147670206	0.140751450320723	0.312328370367443	-0.116365342181991	-0.014229404369269	-0.0189890546727649	-0.310564478111623	-0.296775249343042	0.161193908125253	-0.214248726508178	0.101266172903414	-0.161156269675004	-0.0254026327180022
CALC	0.252423513482959	0.0896418759483606	0.257009047869948	-0.0350769477106948	0.214470062310656	0.182251271938689	-0.0392207766576259	0.0872211785927081	-0.0607155037165739	0.0311650695546668	-0.0224590481238553	0.105738273383379	-0.0524886666868614	0.00326325481844355	0.0412496139826642	-0.195603916888081	-0.124792464985497	0.198300237096837	0.143823719853215	-0.273178373022582	0.243650638707947	-0.11690024465425	0.163857006676342	-0.0550367758492585	-0.62482336457356	-0.0327534802548232	0.0454220737267784	-0.213670423804638	-0.145673021007991
NIAC	0.107512711251948	0.0632187306604943	0.0446876229774553	-0.281315070019973	-0.279220116045716	-0.155188112452321	0.0690475919175468	-0.116780867537995	0.572405074855818	0.0826742792070131	-0.343082313922987	0.225807751265929	0.398106946900569	0.0494528213898588	-0.0430672077768508	-0.0585873581607322	0.0404611870051267	0.207278183309327	-0.0124883331345308	0.157512868637766	0.0774899358070187	0.0729965960822559	-0.0264967099030033	-0.0278507183977631	-0.0883540049233005	-0.101634241759275	0.11273976370754	0.0107359883302687	0.0108385557657518
FDFE	0.199767943706572	-0.0719604746195818	0.201534175419977	-0.0515599319894318	0.00115055438494417	0.0178406229356323	-0.278711234479908	-0.224994089260144	0.00148998192564653	-0.309299773393316	0.36640642827485	0.210001397813883	0.062694522342406	0.224818729147246	-0.103885565729823	0.439810289918337	0.398576169757746	0.205868568320974	-0.0233907442888991	-0.000553367237461684	-0.0221461628555172	-0.171861722755335	0.120217583577366	-0.00985956556419366	0.0382787848810432	-0.0464399032623464	0.00381178930484402	0.0155273369776636	0.0070502745864139
POTA	0.256278954395398	-0.164919845668734	0.0572958280457474	-0.143048002981064	-0.04680637461793	-0.0306311106915786	0.0126029164131253	-0.0964978257676804	-0.0993202291886964	-0.134180652035946	0.242020591176919	0.00143251917802546	-0.00727038282996451	-0.267835928844721	-0.255501191477207	-0.211079010664149	-0.176845516153185	0.0347453163244852	-0.197811990590356	0.232044751832064	-0.49684302491685	0.350191494071798	0.054566518614064	-0.073878269027227	-0.144931209820269	-0.142689338164126	0.01368979288289	-0.236301067959698	0.04403066091858
CHL	0.270814308061839	-0.0570528319333981	-0.168561865844202	0.0380601489139479	0.0835345552315359	-0.063708872977843	-0.00656399572625534	-0.232822345588742	-0.0850325852304429	-0.205896583102936	-0.219982175541061	-0.0152642185901595	-0.00345764294231023	-0.152581669388634	-0.123385578269048	0.00696981177867713	-0.145176254096351	0.103059630112376	0.0197194818377473	-0.30666457977212	-0.0451511417449157	0.0516107122436545	-0.0101211886479515	-0.392477477302651	-0.00729144767627741	0.0793048717645209	-0.0025504432078193	0.631653928413363	-0.0336684451712952
VC	0.112947689924133	-0.364290113161917	0.0245805403408531	0.0886934951615853	0.186486968595384	0.140952990255705	0.125496705518362	0.121846358468206	0.044668429259233	0.0858088733631591	0.0559147355206999	0.00406979856386834	0.309218090552309	-0.105822441284337	-0.55048449397116	-0.0688149242378007	0.100982215397557	-0.302986189854081	-0.142180718961377	0.091916744123591	0.395739760197744	-0.0812773672259343	0.0668172712172438	0.0554019100292702	0.0303473488266854	0.0468547386672567	-0.157979445069276	0.0638142811976802	-0.0134645053667396
VD	0.136082354857335	-0.124238066122757	-0.366372241515083	-0.350492265197952	0.166826277624312	-0.0540893668922885	-0.236483562546862	0.0630057650535541	-0.0219631247999671	0.185912381679026	0.0369495719078475	0.0780401074206239	-0.226808198697432	0.157578120158996	-0.03344034900698	-0.0250071796077079	0.0264545614159345	0.209739342847491	-0.0601154434444797	-0.173775165422553	0.303799570081837	0.4790819701316	0.121172586715518	0.130533909994	0.213955651815872	0.0838443614056332	0.0278829163070138	-0.100529131336741	0.045565748687688
CAFF	0.0523859296607303	0.187504017909062	-0.0287977433230862	-0.345930425799356	-0.288592740555192	-0.151783364659323	0.414520396274904	-0.0901574060612773	0.0766520916966751	-0.0460873830979386	0.269574423094739	-0.175951311012848	-0.381061214369747	-0.234882400925775	-0.219135094877799	-0.111623608311432	0.1729636877536	0.0802011350597245	0.00898714898317007	-0.161564122205409	0.175086437005534	-0.259531267850079	-0.0763688499073013	0.100609029122741	0.0270976956678437	0.0139112997115552	-0.0452449690349857	0.0246429526994659	-0.0524821320594161
THEO	0.0484937847692088	0.153502028725319	-0.230457557606793	0.250874344959066	-0.426419892202668	0.184935578561591	-0.0510313088989857	0.321311544050412	-0.00327101279407641	0.145557236581895	0.285897657961235	0.0845084805404009	0.149913963900271	0.0332364155926756	-0.269730175631778	0.214583938451627	-0.412187702217603	0.275108547214041	0.0375588402926952	-0.0981057661099853	0.0043929146968298	-0.0606086022772354	-0.0156971932609463	-0.0314547584928477	0.0432539208350502	0.0664001273338678	0.125530074860834	0.000961123124978921	-0.0106901919264548
ALCO	0.144356607431383	-0.039683920165672	-0.28645327720117	0.128283269175385	-0.0563106611096668	-0.28929167843844	0.210523569734701	0.296482275962781	-0.035981609080678	-0.243119926939605	-0.0761855102522033	0.544037892361428	-0.18209617152354	0.238575943483544	0.0488017455602609	-0.0783139426440693	0.0595518103491205	-0.255276070475708	-0.244256129405757	-0.078397155315476	-0.0464255750649698	-0.137444680714789	-0.0269773570077369	-0.118308475619665	-0.0754378765937919	-0.0931506837662122	-0.0013568455639715	-0.120647203682048	0.000404801144527653
S140	0.218012409611226	0.285908517446806	-0.0423696422932266	0.0440590299835717	0.243992025372974	-0.0342971401633507	-0.00918853369813234	0.0760356595922029	0.117030548300027	0.0879608508485765	0.193833053759217	-0.125588504879707	-0.025278877280651	-0.0190239885502592	0.108082715875087	-0.101748846759944	0.097596859472238	-0.0357537164816281	-0.222416923284068	0.375836493069661	0.0907303979234329	-0.0976541668867406	0.0510558771575294	-0.315331124238449	0.0575684617556757	0.386346609670535	0.477129727994645	0.0271839546349681	-0.0173055085589106
S120	0.130166482140304	0.247124169507713	-0.0595332632877203	0.0840544938988482	0.279611962150946	-0.283160533878349	0.223002300155528	-0.134463859079789	0.250519883707635	0.212605425959742	0.225618588679192	-0.164303651292047	0.193146504636016	0.0465978690134774	0.0501009571744177	0.401530715866878	-0.1142674159448	-0.259794871895376	-0.102179356651907	-0.319077203828924	-0.107857247614232	0.192087104400076	-0.00132001615369082	0.0523545465299882	-0.13483033194495	-0.0705917764707962	-0.128514720704614	-0.0947321567180601	-0.0583239594597383
P226	0.052681962763866	-0.148093783268553	-0.339139875962689	-0.325971239606913	0.0278227626177074	-0.191034121446487	-0.442291433101965	0.0200356282215247	-0.0371929250437095	0.339587359985935	0.069405817715077	-0.0497128188944603	0.0629636757466229	-0.0729954648894348	0.00451270829214448	-0.00194725618141481	-0.031302215889505	-0.176559942735377	0.116082040698287	0.0698324208376545	-0.196182141007573	-0.479659167415705	-0.105595792708702	-0.0221813164651849	-0.206866716313097	-0.080300279275047	-0.0571289186062262	0.052293512120547	-0.038368472346063
NoOfItems	0.187803601906502	-0.116298295215633	0.0643831196788863	-0.187517672783779	-0.255909249948908	0.0488787109370057	0.158404813311561	0.119471403591524	-0.423501529775245	0.147535107952963	-0.268648401462585	-0.172757364925965	0.0130176006267299	-0.0995671313066056	0.157260521609726	0.4966270709272	0.0984865294469474	-0.0294770299415124	-0.239965206016966	0.135985530123516	0.182838097547275	0.0915877393876711	-0.129152486026036	-0.167278281968043	-0.163356843340346	-0.0937700561929449	0.0785730023681335	-0.072373651103887	0.00695619147200609
