"F_TOTAL"	"F_CITMLB"	"F_OTHER"	"F_JUICE"	"V_TOTAL"	"V_DRKGR"	"V_REDOR_TOTAL"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_STARCHY_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_OTHER"	"V_LEGUMES"	"G_TOTAL"	"G_WHOLE"	"G_REFINED"	"PF_TOTAL"	"PF_MPS_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"D_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	0.248030052014658	0.931423308276488	0.907424272956927	-0.229256541021415	0.335998272027479	-0.279037204117821	-0.200160805061816	-0.201074691988502	-0.16835621250238	-0.193507537526375	0.282988200227886	-0.135764929072587	-0.224174880620463	-0.151711459599871	-0.282065085207991	-0.0873369325383164	-0.0387465829903369	0.0154469223854242	0.010983374785757	-0.132945261783177	0.0635800896255007	-0.00920263798008618	0.0612308386083079	0.122454975711682	-0.184376204712365	-0.199245648879837	-0.224330308758669	0.573872076914087	0.0924097553977666	0.907638337547659	0.268635372055349	-0.397085333224375	0.204088294618845	-0.0473009400346295	0.229933172328284
0.248030052014658	1	-0.113431024742981	-0.144016188321199	-0.494447620644361	-0.335333972173495	-0.155157548494972	-0.118414474778809	-0.0864388928676722	-0.148394189808147	-0.114537625384099	-0.294808580743501	-0.356544108742852	-0.231670014908565	0.538904592178369	-0.213371334222523	0.582257612228092	-0.361566156406171	-0.23416199323101	0.107921191453669	0.302980717790818	-0.263989979118352	-0.225473164453451	-0.217435783504001	-0.332232713315985	-0.227432161397945	-0.225958917567352	-0.231714891980542	0.311064482984551	0.136883384343842	0.182150415272994	0.420407525558079	-0.611303283231414	0.606580860127425	0.243210231807595	0.61094108800865
0.931423308276488	-0.113431024742981	1	0.966900113588088	-0.0562072660769515	0.45198858896139	-0.203698351788123	-0.143027730372268	-0.157803034936856	-0.112699422594654	-0.148567129442532	0.374306964568236	-0.0228986110449445	-0.146028115934871	-0.326742992235357	-0.225381932903431	-0.273624877890393	0.0985336358958903	0.099849127052554	0.0277130453176932	-0.262299371328033	0.141683863035747	0.0632553768711469	0.134308328261229	0.279310135677363	-0.0911306371942322	-0.137296294270004	-0.146166060861511	0.515716505031528	0.0764576497312374	0.887037722803613	0.166915670988236	-0.196950490846895	0.0247863522024531	-0.112539020820951	0.0243017737558877
0.907424272956927	-0.144016188321199	0.966900113588088	1	-0.0284497263371206	0.502967093667776	-0.275715633622293	-0.196073045479326	-0.20475985962074	-0.122188261853576	-0.165974891923345	0.453411863952298	0.0379178916835292	-0.12995566738405	-0.424171670570908	-0.16461986878759	-0.38385735959965	0.0908238670267738	0.111929742936108	-0.159507959244643	-0.218128923423518	0.213887378100289	0.102470720249219	0.16555401004066	0.180266591247689	-0.127618566846278	-0.0736664439436762	-0.130104501307834	0.355898478480853	-0.0345305230799825	0.781431360970799	-0.00167509267601431	-0.123670840050081	-0.121945076993088	-0.200484384566929	-0.0398861814390418
-0.229256541021415	-0.494447620644361	-0.0562072660769515	-0.0284497263371206	1	0.462273676739874	0.431360255327683	0.485034254210872	-0.315202229270654	0.647162331948221	0.66685177710354	-0.339891479114288	0.353060287817177	0.288334474300329	-0.612483052136037	-0.153058294405647	-0.57321708443778	-0.0491830228380477	-0.282009419596675	-0.227643202810879	-0.0275439127292177	-0.136211293386679	0.168811693723217	-0.352213490051159	-0.0577605316905032	0.497504591337385	0.41680772833232	0.288593804265083	-0.147289956869767	0.18128588973503	-0.163082159738011	-0.32956987026858	0.719468648293401	-0.36471123207056	-0.475429404744889	-0.736390015697507
0.335998272027479	-0.335333972173495	0.45198858896139	0.502967093667776	0.462273676739874	1	-0.198731841184333	-0.181070060644534	-0.00590292812958646	0.237862152002228	0.236514271676934	-0.0415330294131296	0.125005452450827	-0.141794404231306	-0.614761941399443	-0.362071035804581	-0.528694289193104	-0.0974854451636779	-0.257508264926294	-0.367016552005502	0.306511088511888	-0.180809251379051	-0.156202763861776	-0.0733119306790958	0.222815881909725	0.342947182874655	-0.0654042548962812	-0.14167152027798	0.11070635112646	0.50887257715392	0.227860721094042	-0.42474549525898	0.134904946875421	-0.425674150391902	-0.314484024886889	-0.502381163226796
-0.279037204117821	-0.155157548494972	-0.203698351788123	-0.275715633622293	0.431360255327683	-0.198731841184333	1	0.960739635132725	-0.147163556037913	0.352142227769913	0.355562341287781	-0.114095257144227	-0.113161446816842	0.80105680637643	0.205806992561228	0.389148957743526	0.117021781658224	-0.582739675186153	-0.628262041500109	0.180103801383006	-0.415591515017642	-0.444501626709237	-0.395557656502987	-0.196533092464721	-0.279933890741033	0.219722958935752	-0.267377075937055	0.801142431803665	-0.107186222527467	-0.0179605172864979	-0.101031540779703	-0.041581044578112	0.276842864977625	-0.247443278345589	-0.101476639453369	-0.22412458885591
-0.200160805061816	-0.118414474778809	-0.143027730372268	-0.196073045479326	0.485034254210872	-0.181070060644534	0.960739635132725	1	-0.41581654999156	0.407403169743388	0.412721990878897	-0.145230644264446	-0.0909890481755464	0.717165690771028	0.0830035824000173	0.293332297061967	0.0166688252322882	-0.594135863944122	-0.580070702972944	0.248052052166559	-0.349521863119998	-0.303417173199937	-0.345907274053495	-0.331800999326632	-0.452446989642248	0.0692178756358845	-0.16583243005016	0.717218107487622	0.0249732439378523	0.036350656455497	-0.0058236930254382	0.0777942870213116	0.334743393294917	-0.146541846173636	-0.0431357271183263	-0.157177088368921
-0.201074691988502	-0.0864388928676722	-0.157803034936856	-0.20475985962074	-0.315202229270654	-0.00590292812958646	-0.147163556037913	-0.41581654999156	1	-0.298114080031398	-0.305864960137125	0.143757129452873	-0.0465527592617782	0.0690665031445546	0.378700410294889	0.229850578212623	0.324157326394683	0.2079472514269	0.00858893639661915	-0.293947446089914	-0.116210408652293	-0.375336631913893	-0.0634281133272897	0.538658685471755	0.695384024032219	0.473460979580873	-0.285234714538681	0.0691603065729089	-0.440371291499445	-0.188461897455377	-0.310406281432122	-0.413632946342227	-0.285903746426011	-0.288665183018856	-0.178848195352684	-0.174315139388087
-0.16835621250238	-0.148394189808147	-0.112699422594654	-0.122188261853576	0.647162331948221	0.237862152002228	0.352142227769913	0.407403169743388	-0.298114080031398	1	0.994859351030291	-0.179719269916058	-0.43996209449608	-0.075202656341703	-0.151294848643955	-0.178782487189111	-0.110041339108385	-0.287913652768257	-0.364991383772898	0.162319128517535	-0.299994094603444	-0.10254103489876	-0.272821022826179	-0.167154099757994	-0.395177506607343	0.554092979511782	-0.0671586095584715	-0.0748716232488938	0.0469735189026298	0.129660829498368	-0.0579810817945555	0.00986491489824809	0.219891887212643	-0.119435238475764	-0.000155049025112757	-0.0630514231418775
