PC	var_explained
1	0.30211
2	0.08157
3	0.07447
4	0.06608
5	0.0424
6	0.04039
7	0.03658
8	0.03564
9	0.03133
10	0.02788
11	0.02578
12	0.02463
13	0.02219
14	0.0191
15	0.01894
16	0.01749
17	0.0148
18	0.01454
19	0.01293
20	0.01092
21	0.0107
22	0.00874
23	0.00825
24	0.00771
25	0.00659
26	0.00588
27	0.00509
28	0.00452
29	0.00371
30	0.0033
31	0.00309
32	0.003
33	0.00265
34	0.00222
35	0.0019
36	0.00181
37	0.00074
38	0.00036
39	0
