PC	var_explained
1	0.30495
2	0.0983
3	0.09381
4	0.09053
5	0.07056
6	0.05958
7	0.05128
8	0.03228
9	0.03108
10	0.02544
11	0.01959
12	0.01815
13	0.01645
14	0.01337
15	0.01167
16	0.00978
17	0.00891
18	0.00735
19	0.0069
20	0.00551
21	0.00521
22	0.00387
23	0.00329
24	0.00257
25	0.00249
26	0.00196
27	0.00132
28	0.00112
29	0.00081
30	0.00077
31	0.00049
32	3e-04
33	0.00021
34	0.00011
35	0
