"DR1TPROT"	"DR1TCARB"	"DR1TSUGR"	"DR1TFIBE"	"DR1TTFAT"	"DR1TSFAT"	"DR1TMFAT"	"DR1TPFAT"	"DR1TCHOL"	"DR1TATOC"	"DR1TATOA"	"DR1TRET"	"DR1TVARA"	"DR1TACAR"	"DR1TBCAR"	"DR1TCRYP"	"DR1TLYCO"	"DR1TLZ"	"DR1TVB1"	"DR1TVB2"	"DR1TNIAC"	"DR1TVB6"	"DR1TFOLA"	"DR1TFA"	"DR1TFF"	"DR1TFDFE"	"DR1TCHL"	"DR1TVB12"	"DR1TB12A"	"DR1TVC"	"DR1TVD"	"DR1TVK"	"DR1TCALC"	"DR1TPHOS"	"DR1TMAGN"	"DR1TIRON"	"DR1TZINC"	"DR1TCOPP"	"DR1TSODI"	"DR1TPOTA"	"DR1TSELE"	"DR1TCAFF"	"DR1TTHEO"	"DR1TALCO"	"DR1TMOIS"	"DR1TS040"	"DR1TS060"	"DR1TS080"	"DR1TS100"	"DR1TS120"	"DR1TS140"	"DR1TS160"	"DR1TS180"	"DR1TM161"	"DR1TM181"	"DR1TM201"	"DR1TM221"	"DR1TP182"	"DR1TP183"	"DR1TP184"	"DR1TP204"	"DR1TP205"	"DR1TP225"	"DR1TP226"
1	0.779048473893927	0.649960131850832	0.553497038440076	0.857797026266142	0.76422587168423	0.884217576014226	0.780045345759723	0.840896443473424	0.67684547296687	-0.0235652953171873	0.0904225814863705	0.0117161356680559	-0.0948166161417633	-0.0158866770257849	0.234324766361892	0.477081261850332	-0.0832493874733522	0.555616233159315	0.430161307484476	0.828897655814902	0.436846032431752	0.471006837200293	0.0395222594164346	0.59056429137471	0.340470690683969	0.874865116890936	0.668572690152013	-0.190497261507367	0.325536342777632	0.397989236668781	0.455100895793042	0.569790481032084	0.890027957138032	0.809399354461293	0.641783279985932	0.826517360492809	0.729960478473594	0.855841716095803	0.66868315791576	0.847115990564113	0.24082344935837	0.389515985365224	0.0642070803251004	0.639585262753124	0.361628207934276	0.321991699058196	0.508422333659544	0.483860689734321	0.588873435794076	0.607187567814064	0.775150862686766	0.806149026227276	0.834411991578348	0.879650450226321	0.80165779093527	0.362990968823039	0.776099583338087	0.72864816480974	0.26631529770101	0.765949586430686	0.125575097181644	0.537642011089506	0.308428282120402
0.779048473893927	1	0.885910019533257	0.794797170415493	0.663468366016478	0.554377476347787	0.726241352235603	0.638974829370901	0.644020552301856	0.572055219523734	-0.032565198888435	0.355261742813532	0.450211198748839	0.265027404544437	0.387677241757309	0.391745384408178	0.654712421749913	-0.140765026564009	0.855370053629461	0.640450596260562	0.829089654176077	0.745165370942201	0.521818077502608	0.0643469364907018	0.633435616231479	0.386144190314229	0.778851952508309	0.599442100407149	0.2298693978461	0.659515541786623	0.429063317958322	0.3173044002202	0.763157065292508	0.911433124964419	0.86193175711843	0.865507530505662	0.705612523370742	0.830633782785186	0.822411848525056	0.899505986336702	0.657991826076526	0.318688743828636	0.288391159837215	0.155476912771185	0.598140206729713	0.286367284470638	0.232349329034833	0.257209287276545	0.28062638223647	0.29862691902221	0.365891560596722	0.650504235057199	0.629096993782608	0.77137482269485	0.713359761246708	0.668261209867164	0.440947803106099	0.6337771641618	0.596874478648975	0.205944108916093	0.686168127278307	0.0563701304194259	0.2563287063141	0.100658979097403
0.649960131850832	0.885910019533257	1	0.583054930973556	0.607393540273839	0.559777259178429	0.645389405230297	0.495641026586244	0.600718342518298	0.382131071200747	-0.129618072067457	0.191271173682489	0.289777926033926	0.138376990508866	0.262329551543892	0.353799488630978	0.573998910959909	-0.114818119348351	0.642071200612176	0.742134867513044	0.792571196930831	0.738008100504969	0.397837120332175	-0.152618511785675	0.70099172417799	0.215661085422387	0.817711654974154	0.402382740741499	0.0589788911610843	0.608150243481179	0.0659359954791888	0.228112315820182	0.626447782940363	0.834752304745835	0.807988680771028	0.63099080136018	0.697629902334495	0.665773988504129	0.658029463305	0.911830561809583	0.394377507152786	0.56483111446246	0.376780054545852	0.446406288765164	0.647724211872062	0.3338794395867	0.275745635771291	0.295993725388047	0.322472283567978	0.332813020535964	0.406695401708209	0.621823783000576	0.632650118810956	0.797563316372786	0.622228142595115	0.511161274553716	0.381209532414666	0.493025073709328	0.472121138097273	0.0421632593709495	0.654651244472486	-0.0491667623321557	-0.0348281024400606	-0.139596381444687
0.553497038440076	0.794797170415493	0.583054930973556	1	0.459547278954734	0.389291313336354	0.503626524705222	0.459116904489663	0.46066130744389	0.439952167990366	-0.148765119587189	0.277348271004464	0.725333164087468	0.615268782642566	0.719905650558838	0.533385642933828	0.552672166024546	0.0759083916460893	0.829630172701665	0.311267110572518	0.490704941297084	0.548416224602766	0.287069917953734	0.0111025966847463	0.374503801777238	0.20285895295382	0.510309314294596	0.449835542097486	0.408322674774019	0.69892255655361	0.426375459232622	0.287083103094363	0.618393830511664	0.623557635082052	0.698281536833294	0.818178843261368	0.515612345804766	0.906314143040583	0.705050555234435	0.714110191335038	0.495900562117577	-0.0203362444752409	0.144262825976106	-0.220024957268174	0.344963440606949	0.128072361465533	0.0941242255438034	0.271083507462817	0.228015896968108	0.275411903122216	0.263413103095697	0.435628952626943	0.407853684962203	0.52805227558755	0.495417567981733	0.483523874772994	0.583290641943712	0.453475576303967	0.406402317719942	0.122435966749985	0.463207272113236	0.0828428696418337	0.174109309795696	0.0887982773925356
0.857797026266142	0.663468366016478	0.607393540273839	0.459547278954734	1	0.961329180342614	0.962171848727394	0.900211802593635	0.834148466811027	0.795457681174205	0.0352655958384107	0.206694775554096	0.000329547034101375	-0.142606558359352	-0.0667529868908008	0.175500483836257	0.59411589138002	-0.0727534589194446	0.310591861706034	0.230937461543054	0.65192684100504	0.334573521286309	0.239593200614948	0.0431208712666553	0.274845180640938	0.181189803784884	0.720536966615024	0.470269044642031	-0.23031766742107	0.268991708884173	0.0600151574022664	0.558268032002695	0.541626076233123	0.768336065177698	0.613142595498396	0.568832746646604	0.883673304530056	0.677814968142492	0.861887058566578	0.497633314800189	0.598904765287128	0.0634047826075309	0.698117335937301	-0.113148612435146	0.445064223724939	0.687098897287585	0.654733724283023	0.656891390765383	0.725911479418989	0.726307692824287	0.828151107110552	0.958693440511762	0.979654131998622	0.872292070693005	0.962337669197155	0.84172935486625	0.388811302850111	0.903445206024144	0.853938005517205	0.0908315487709087	0.732055012951469	-0.000255068559442558	0.223450247027441	0.00479739717775231
0.76422587168423	0.554377476347787	0.559777259178429	0.389291313336354	0.961329180342614	1	0.879087186652225	0.776438191906307	0.784932096839593	0.686469331490319	-0.02983563991578	0.220136453927948	-0.0325048952166731	-0.170997337059018	-0.108426379034739	0.215526343750506	0.601103066833273	0.0132165874342358	0.183458506751025	0.176011033246881	0.550542439208571	0.273227701569565	0.0805096633139819	-0.0645120287544266	0.176658987735551	0.0288959642982496	0.681908355440632	0.446144229742571	-0.211856661491662	0.217376060652219	-0.0925502652129667	0.495185407403757	0.447288704830207	0.664534135089595	0.522851626687928	0.472868821873568	0.867197154983245	0.605071151666692	0.767958965851894	0.424310968226001	0.454168166329439	0.0409117651574182	0.781255964251197	-0.124811608167201	0.374529094374907	0.77087769092216	0.757577104993478	0.804383167277187	0.86741565840493	0.839074442417326	0.942240152551988	0.934703434015406	0.968907186748032	0.825658916022891	0.878516674155243	0.690373291039671	0.373289726453174	0.782018129797197	0.735405167945022	-0.0212638100110133	0.64045252775411	-0.00320298328980063	0.0667500365907757	-0.10993400145761
0.884217576014226	0.726241352235603	0.645389405230297	0.503626524705222	0.962171848727394	0.879087186652225	1	0.867356189244304	0.849037470243661	0.790363972856675	0.0246885147229881	0.183340283807833	0.0075162856757573	-0.155731410903325	-0.0503576897504443	0.201735947531828	0.596520257785162	-0.110948505931479	0.420564499204626	0.296096818899039	0.710239133736982	0.408031804581539	0.338164401652774	0.0439600570551004	0.407297543883558	0.250177094747798	0.739334940491266	0.501570495713472	-0.259439929335438	0.362919520297711	0.176739335631488	0.545175206271834	0.620344372569703	0.817973101795597	0.684322758106522	0.662082645791945	0.86287810114347	0.720562347777653	0.86310034761928	0.570922410182564	0.697871720064406	0.115393514901406	0.60304698171375	-0.054815019391664	0.547495929360773	0.612330939137206	0.561788148268908	0.478996748549526	0.568888812808518	0.547711005554571	0.679981988185866	0.960125408917941	0.932541763055702	0.913395156293494	0.999273468860127	0.899136548520965	0.291884273628919	0.867911027721335	0.822051492656572	0.159998548400605	0.775151732507369	0.0100036579066961	0.330014708763566	0.0831739191246103
0.780045345759723	0.638974829370901	0.495641026586244	0.459116904489663	0.900211802593635	0.776438191906307	0.867356189244304	1	0.730737723610928	0.873823972165271	0.196332604419329	0.197643028570539	0.0924971188009033	-0.0143511919098493	0.0392324170300826	0.068020856602155	0.426143587337389	-0.153037730421893	0.341821607605052	0.147972795431395	0.57326504451257	0.257985444586356	0.364248585696624	0.274982736318041	0.192388175291771	0.358103944311625	0.561932164629782	0.329741711543996	-0.1902144021721	0.247258511211459	0.203288428085894	0.599076365886919	0.527372013146694	0.702727018712998	0.512104342707051	0.540717633107534	0.724510404269653	0.612913706170395	0.864289598725087	0.410994307816941	0.617638395359451	-0.0406298888582658	0.550309252382305	-0.206807221752662	0.311802327157573	0.533341362042646	0.496005592668878	0.442712440267083	0.515891379748225	0.534306799402085	0.608646589494147	0.814560982058526	0.82993378023626	0.700705893399477	0.872800797986105	0.884947300879456	0.398674603442648	0.999332099794544	0.969284330094396	0.192147958916344	0.702804909861955	-0.00762743568609961	0.342396638965556	0.121415119105364
0.840896443473424	0.644020552301856	0.600718342518298	0.46066130744389	0.834148466811027	0.784932096839593	0.849037470243661	0.730737723610928	1	0.571377292532071	-0.160813763690976	0.0767566923905778	-0.0952067380454839	-0.266838312113213	-0.130075544224331	0.32972795515096	0.437431119206474	0.268114291055667	0.33489421099655	0.216773828678669	0.554497228726069	0.258529238182093	0.276164968353197	-0.0853557593799582	0.463452480583508	0.157190174186666	0.783753531715564	0.458233798247657	-0.306264312741151	0.450336311928944	0.320059401460167	0.684853600258474	0.602956059489035	0.771218049703045	0.558102063947887	0.552393938709921	0.657010771351677	0.578656650811869	0.751244397298005	0.500419653807426	0.738548388428397	0.0467211770051496	0.646783463546303	-0.0688240272524988	0.43034702840071	0.52852335144349	0.503626838938155	0.522061036390096	0.573439714263866	0.541457613769386	0.632742102948455	0.825424862364875	0.822817461648281	0.850828543954585	0.848746043545527	0.686113492204822	0.126647575396848	0.720827118234816	0.732074320646454	0.275858896084667	0.947068833546061	0.183703570318114	0.462144133948904	0.274550712444214
0.67684547296687	0.572055219523734	0.382131071200747	0.439952167990366	0.795457681174205	0.686469331490319	0.790363972856675	0.873823972165271	0.571377292532071	1	0.505655258577404	0.471969409174386	0.241363204222158	0.0916275731965335	0.115125697950832	-0.0125454635370206	0.446761398788219	-0.194602281438482	0.388273334533108	0.206382940695333	0.56782059594474	0.38210965219115	0.53486347507299	0.572856784463303	0.100969163570134	0.592588349772816	0.410764131485214	0.436129326113365	-0.0224935887058238	0.27008978729597	0.239912740625873	0.456998564831118	0.660436092242827	0.664325251784034	0.457992924665176	0.643620461757573	0.750891563816335	0.597603557645294	0.860376795572913	0.365518707701093	0.527669631467527	-0.0856683793985108	0.439012416880067	-0.236038273709114	0.349346410085048	0.533802681826867	0.528766893852276	0.343006584773182	0.467208922741161	0.381631914369365	0.538797797583085	0.778763235733721	0.703417909003961	0.585547112281595	0.797141041459479	0.904908710760831	0.329486100976494	0.879729169183883	0.805478336270615	0.0982000194700427	0.543377835618584	-0.0595956184457141	0.252963581993398	0.00644715097319941
